,index,title,price,retail_price,currency_buyer,units_sold,uses_ad_boosts,rating,rating_count,rating_five_count,rating_four_count,rating_three_count,rating_two_count,rating_one_count,tags,product_color,countries_shipped_to,inventory_total,origin_country,merchant_name,merchant_rating_count,merchant_rating,merchant_id,product_id
438,438,Women Off Shoulder Floral Print Boho Dress Women Beach Summer Dresses Ladies Strapless Long Maxi Dress Vestidos Female,7.0,6,EUR,100,0,0.0,0,0.0,0.0,0.0,0.0,0.0,"Summer,strapless,Floral print,Tops & T-Shirts,sundress,ladies dress,Beach,Dress,Blouses & Shirts,boho,Women,Print,beach dress,transparentdres,Black Top,Sexy Dress,Floral,women dress,Ladies,Women's Fashion,Women Clothing",tan,140,50,AT,tutishop,0,0.0,5dab9ece69ce753090f6735c,5f01c514792d0b94d29d0cb6
439,439,4 Couleur Nouveau Été Femmes Mode Abeille Motif Imprimer Coton T-Shirt O-cou Slim Fit Casual Tops Couleur Unie Drôle Street Style Lady Tee Plus La Taille,11.0,10,EUR,5000,0,4.05,654,340.0,129.0,106.0,35.0,44.0,"Summer,Funny T Shirt,Cotton T Shirt,summer t-shirts,short sleeves,Women's Fashion,Plus Size,women t shirt,Casual T-Shirt,slim,Casual,Cotton,Funny,#fashion #tshirt,onecktshirt,Tops,Slim Fit,T Shirts,print t-shirt,Print,Women,Fashion",black,54,50,CN,qinjingjing2018,8117,4.064925465073303,5ad4325e9bda4e08bf7fd188,5d2d750dc7bd0127fe8cc50e
440,440,Women's Fashion Summer Sexy Slimn Fit Denim Shorts Taille Haute Jean Shorts NS0122,11.0,152,EUR,1000,0,3.91,808,381.0,180.0,110.0,68.0,69.0,"Summer,Shorts,Waist,Women jeans,Denim,Slim Fit,summer shorts,jean shorts,women shorts,Fashion,Denim Shorts,high waisted shorts,sexy,Jeans,Women's Fashion,Casual,high waist",blue,43,50,CN,aqlangweigarmentstradingcoltd,87178,3.908359907316066,5440e3d7f8abc82cbd97b19c,5af40bb2f281cb017ec17012
441,441,Femmes Lady Shorts de sport Gym Workout Skinny Élastique Fitness Yoga Leggings Pantalon Pantalon d'équitation à cinq points Pantalon de base de danse Slim,8.0,7,EUR,5000,1,3.8,757,360.0,132.0,116.0,55.0,94.0,"Leggings,Shorts,Yoga,Elastic,pants,ridingpant,Fitness,sport legging,Women's Fashion,Sport,slim,Women",grey,44,50,CN,homeaccessoryinternational,246312,4.203725356458476,5406c9c77f086e1be430d73e,5c9450f3dd30f5586dfa47f0
442,442,Nouvelle mode d'été femmes robe décontractée col rond lâche Big Swing jupe sans manches Soild couleur robe de plage,1.65,2,EUR,1000,1,3.67,191,89.0,26.0,31.0,14.0,31.0,"Summer,Fashion,Necks,Beach,Dress,Loose,beach dress,Round neck,Women's Fashion,sleeveless,Skirts,Casual,Women",white,38,50,CN,zuilangmands,5654,3.9587902370003536,56fba259138ef73c2a749a56,5df77ce97ad7980a900781e0
443,443,Femmes Mode Shorts de sport double couche Leggings de sport de yoga à séchage rapide Shorts de fitness,8.0,22,EUR,10000,0,3.7,904,395.0,177.0,135.0,64.0,133.0,"Leggings,Shorts,loosecasualsweatpant,Sports & Outdoors,pants,casualshort,Fitness,high waisted,yogashort,Women's Fashion,bodybuildingshort,quickdryingshort,Yoga,skort,Sport,Fashion,Women",black,43,50,CN,wuxinqiudress21076,6651,4.084799278304015,5b52ea49b56d05463d973207,5e5cb06e8ac7c478f8cc2cb5
444,444,Women Summer Fashion - Robe d'été à col rond sans manches imprimée et double épaisseur - Robe décontractée plus grande taille ample - Robe d'été,12.0,11,EUR,1000,1,3.76,899,390.0,198.0,130.0,65.0,116.0,"Summer,Plus size top,Dress,womens top,casual dresses,Women's Fashion,Plus Size,printed,sleeveless,Casual,Women Fashion,Women,vesttop,Floral print,Necks,Round neck,boho,Fashion,dailyclothe,neck dress,women summer dress",white,43,50,CN,feelyourrelax,1990,4.046733668341709,597eda458696be7dab480a44,5b629b6da70ab967b5402657
445,445,Mode pour hommes T-Shirt d'été Fitness Camouflage Imprimé Chemises à col rond Manches courtes T-shirts décontractés à manches courtes,9.0,8,EUR,10000,1,3.84,1982,938.0,384.0,292.0,136.0,232.0,"Summer,Fashion,Polo Shirts,camouflageprint,Fitness,Shirt,Tops,topsamptshirt,short sleeves,camouflage,Round neck,Necks,Men's Fashion,Shorts,t,Sleeve,Print,Cotton,Casual,T Shirts,summerampspring",white,30,50,CN,keepahorse,66644,4.137581777804454,577fb2b368116418674befd9,5c8622c240fb5753d489ae2e
446,446,2019 Summer Women Spaghetti Strap Mini Robe Femme Nouvelle Mode Robe sans manches Femme Sexy Package Hip Mini Robe Décontractée Style Slim Sexy Women Robe d'été Taille Grande,8.0,7,EUR,20000,0,3.33,3216,1138.0,523.0,521.0,324.0,710.0,"Mini,slim dress,Plus Size,Summer,Spaghetti,Dress,summer dress,slim,Mini dress,Women's Fashion,package hip dress,Sleeveless dress,sexy,Summer Fashion,women dress,Women,Fashion,Casual,sleeveless,casual dress",black,43,50,CN,youngsboutique,54504,3.80168428005284,55c8029641d799421d41fe3a,5c3444e69740a97bc41bdb5e
447,447,Womens Summer Fashion Lip Print 2pc Set Ladies Casual Col rond T-shirt à manches courtes et short,5.0,51,EUR,10,0,0.0,0,0.0,0.0,0.0,0.0,0.0,"Summer,Shorts,Shirt,Sleeve,sportsset,short sleeves,Two piece set,lipprint,Ladies,women shorts,Fashion,lip,women t shirt,Round neck,Casual,Print,tracksuitsforwomen,runningset,Necks",black,36,50,CN,hxt520,295,3.989830508474576,5d464a1ffdf7bc44ee933c65,5eb90ab5ad67f63678d15ed9
448,448,Nouvelle Vente Chaude D'été De Mode Femmes Fille A-ligne Mini Courte Gress Lâche Sans Manches Flamingo Vintage Imprimé Floral Gress,11.0,50,EUR,100,1,3.0,9,2.0,1.0,3.0,1.0,2.0,"Summer,flamingo,Floral print,Mini,Shorts,Vintage,Dress,Loose,Mini dress,Print,Women's Fashion,Fashion,Sleeveless dress,Floral,sleeveless,Casual,Women",black,36,50,CN,zhihuigshop,17,2.9411764705882355,5e8d923d20c9b7545017f1f9,5ea79fc6579d081c80f57b08
449,449,Maillot de bain femme Bikini Trim Maillots de bain Beach Beach Wear Swim Wear Cover Up Dress Blouse T Shirt,11.0,10,EUR,1000,0,4.29,410,247.0,89.0,40.0,15.0,19.0,"blouse,Fashion,Shirt,Bikini,long dress,beach coverup,bathing suit cover ups,summer dress,Cover,Swimwear,coverupsbikini,swim suit cover up,beach dress,Beach,Casual T-Shirt,Dress,women dress,Swimsuit,Women's Fashion,Cover Ups,Swimming",blue,21,50,CN,demangofashionsports,1733,3.842469705712637,57b1288be4830507cc9f586a,5d24618d5b4a6c625d6e931a
450,450,Femmes Mode Halter Sequin Blouse Été Casual Sans Manches Couleur Unie Tops T-shirts Plus La Taille S-5XL,9.0,8,EUR,5000,0,3.75,429,185.0,83.0,81.0,30.0,50.0,"blouse,Summer,Plus Size,Shirt,Halter,Tops,Women's Fashion,Casual,T Shirts,Fashion,sleeveless,solid color,sexy,Sequin,Women Fashion,Women",red,41,50,CN,jmm926,1029,3.8211856171039846,5ad6ddb822fad74c8ed3fa3a,5dd624d86c7b2c9de52362af
451,451,S-5XL Nouvelle Mode Femmes Tops Blouse Sans Manches Col En V Solide Couleur Débardeur Femmes D'été Chemise Tops Plus La Taille,7.0,13,EUR,10000,0,3.12,567,170.0,89.0,91.0,72.0,145.0,"blouse,Summer,Plus Size,Tops & Blouses,Shirt,Women Vest,Tank,Tops,tank top,Women's Fashion,Fashion,strappy,V-neck,sleeveless,women top,Casual,Women",armygreen,42,50,CN,shishishi,5934,3.849511290866195,5829d1ca96db262f04db2063,5dd39d1da55d5466dc560252
452,452,Femmes dentelle Boho Bikini Cover Up Cardigan Blouse Long Sunscreen Blouse,6.0,6,EUR,100,0,3.93,41,20.0,7.0,9.0,1.0,4.0,"beachcardigan,Lace,cardigan,summer dress,Cover,beach wear,Sunscreen,Bikini,boho,beach dress,Fashion,Women,Bikini Cover-Up,Women's Fashion,Cover Ups,kimono",black,38,50,CN,mermaidskiss,151249,4.04915734980066,5860c757b1e41d4d67d183e8,5cd3e833034a3c2ceeed0ba9
453,453,2020 5 Couleur Été Nouvelle Mode Femmes Tops Blouse Plus La Taille Sans Manches Bretelles Débardeurs Cross Back Tops Été Causal Tops pour Femmes S-5XL,7.0,14,EUR,100,0,4.24,50,29.0,12.0,4.0,2.0,3.0,"blouse,Summer,Plus Size,Tops & Blouses,Sexy Top,Tank,Tops,Cross,tank top,Women's Fashion,Fashion,strappy,solid color,sleeveless,women top,tops for women,Women",red,43,50,CN,libopeng,1160,4.143965517241379,5aea8f2ccac3c5238de1a99c,5e3684770ee1810ee4160d27
454,454,Nouvelle mode d'été femmes robe décontractée col rond lâche Big Swing jupe sans manches Soild couleur robe de plage,1.65,2,EUR,1000,1,3.67,191,89.0,26.0,31.0,14.0,31.0,"Summer,Fashion,Necks,Beach,Dress,Loose,beach dress,Round neck,Women's Fashion,sleeveless,Skirts,Casual,Women",white,38,50,CN,zuilangmands,5654,3.9587902370003536,56fba259138ef73c2a749a56,5df77ce97ad7980a900781e0
455,455,Mayzero New Summer Femmes Robe Long Beach Boho Imprimé Floral Sexy Split,11.0,106,EUR,20000,1,3.92,10150,4974.0,2091.0,1409.0,655.0,1021.0,"Summer,Floral print,long dress,Beach,Dress,boho,Print,beach dress,off shoulder,splits,sexy,Floral,maxi dress,Ladies,Women's Fashion,Women",white,45,50,CN,hechuang1001,25093,4.068664567807756,53e03f56ff4d6d36d2285ab0,5a211e5fb2f70e3fded9ea3e
456,456, Pantalon à bretelles 3 couleurs Nouvelle mode d'été pour dames Combinaison décontractée Combinaison d'été à bretelles longues Pantalon à bretelles,11.0,85,EUR,1000,1,4.08,454,231.0,118.0,49.0,21.0,35.0,"summertrouser,summerwear,casualjumpsuit,trousers,pants,jumpsuitsampromper,Body Suit,Casual,Fashion,Summer,Ladies,women Jumpsuit,Rompers,jumpsuit",green,40,50,CN,heilnielmiw,895,4.334078212290502,5b66b2f303523d3caa84aed5,5d0214aff779d1671ecff865
457,457,Vente chaude Femmes Sexy Poitrine Sangle Sling Gilet D'été Style Top Doux et Comfotable Fitness Robe,7.0,6,EUR,1000,0,4.12,442,220.0,111.0,72.0,23.0,16.0,"Summer,Vest,Fashion,Fitness,Tops,cheststrapvest,charmingdres,womenfashionclothing,Charming,Fashion Accessories,fitness top,sexy,Women's Fashion,Dress,Women",black,47,50,CN,taotaobeibei,1369,4.06135865595325,58748c070e230b22a1ab5bc2,5947a7f69009d76370a4cd97
458,458,2019 Été 2 Couleur Femmes Mode Bikini Set Spaghetti Strap Crop Top Taille Haute Triangle Maillots De Bain Imprimé Léopard Deux Pièces Push Up Maillot De Bain Maillot De Bain,8.0,72,EUR,1000,0,4.01,153,85.0,22.0,24.0,7.0,15.0,"Summer,summer bikini,Triangles,bikini set,leopard print,bathing suit cover ups,Spaghetti Strap,Leopard,fashion bikini,Women's Fashion,Fashion,high waist bikini,Summer Fashion,Spaghetti,two piece bathing suit,high waist,Tops,Waist,Swimwear,Swimsuit,beach swimwear,Bikini,Suits,Print,Women,Swimming",white & black,41,50,CN,mayone,4136,3.91247582205029,575a9d8d6813ab5ceeb09521,5d0b42183ae5dc63a3a94efe
459,459,Le 2018 été Shorts Jeans Jeans Girl Hot Pocket Taille Casual Shorts Casual Shorts Femmes Sexy Dentelle Blue Denim Shorts,15.0,13,EUR,5000,0,3.95,1632,836.0,306.0,221.0,103.0,166.0,"Blues,Summer,casualshort,Shorts,Waist,laceshort,Lace,Denim,summer shorts,Pocket,women fashion shorts,Women's Fashion,Fashion,sexy lace,Denim Shorts,sexy,Jeans,midshort,Casual,looseshort,Women",blue,41,50,CN,kljolk,32323,4.040497478575627,59cc8ef5776ab943e535b888,5a4ef583061be948d524c8e8
460,460,100 pcs Été Jetable Sweat Pad Transpiration Absorbant Garde Sous Les Aisselles Aisselles Sweat Pad Pur Antisudorifique Adhésif Sous Les Aisselles Pads,9.0,46,EUR,100,0,4.86,7,6.0,1.0,0.0,0.0,0.0,"underarm,Summer,sweatguardpad,perspirationpad,disposable,dressshield,sweatpad,armpitsweatpad,underarmshield,armpitguard",unknown,74,30,CN,zhaoyunyun,2228,4.228007181328546,59815a929fbc512d72137ba5,5e70ba09e3d51e1002f7cf8e
461,461,COMENII Summer Women Sexy Tops Button Deep V-Neck Off Shoulder Shirts Chemisiers en coton Blouse Décontractée T Shirts Sans manches Décontractés T Shirts sans dos Camisole Camisole pour dames Gilet Mode pour dames Gilet Couleur unie Harnais Couleur pleine taille Débardeur Grande taille 4XL 5XL 6XL,7.0,6,EUR,10000,0,4.41,3078,2050.0,550.0,276.0,87.0,115.0,"Summer,Vest,Fashion,Cotton T Shirt,V-neck,summer t-shirts,sleeveless tops,casual shirt,Ladies,T Shirts,Plus Size,tank top,blouse,sexy,Casual,Ladies Fashion,Deep V-Neck,Cotton,Tank,Shirt,Tops,Women's Fashion,Women,backless,plussizeshirt,sleeveless,womens tank tops,button,vneckshirt",rosered,17,50,CN,highflagshipstore,11264,4.101384943181818,5780c6b2e8aa893157a3286f,5b039ca98d537915d3dd0071
462,462,Femmes Robes D'été De Mode Col En V Dos Nu Robe En Dentelle Robes De Plage Robe Blanche Plus La Taille XS-5XL Robe Femme,11.0,10,EUR,100,1,3.08,39,11.0,8.0,3.0,7.0,10.0,"Summer,Plus Size,partydressesforwomen,Lace,robefemme,Dress,Lace Dress,casualdressesforwomen,Women's Fashion,white dress,sexydressesforwoman,beach dress,Fashion,backless,plus size dress,summerdressesforwomen,sundressesforwomen,Robes,Beach,white,Necks",pink,47,50,CN,lqyaim,103,3.689320388349514,5c7dee45a0e257512a5dd7f0,5ed89213b14bb80600d2468a
463,463,XS-5XL Plus La Taille À Manches Courtes Robe De Plage Femmes D'été Imprimer Col En V Robe Lâche Casual Pull Midi Robe,6.0,10,EUR,1000,0,3.0,87,22.0,10.0,23.0,10.0,22.0,"Summer,short sleeve dress,neck dress,Necks,Sleeve,Beach,Dress,Loose,short sleeves,V-neck,Shorts,beach dress,Plus Size,Midi Dress,summer dress,Print,Pullovers,Women's Fashion,Casual,Women",yellow,20,50,CN,songliling,232,3.676724137931034,5eba4507ad610e0589cab8c3,5ebcdff977dea63a3bbc4e5d
464,464,Femmes d'été Sling Dress V-cou Floral Strap plissé Casual Pocket Large Dress,8.0,10,EUR,100,0,4.07,58,27.0,18.0,7.0,2.0,4.0,"Summer,Sling,Dresses,Dress,V-neck,Casual,Pocket,Women's Fashion,Sleeveless dress,women dress,Floral,sleeveless,Women,loose dress,Pleated,casual dress",white & green,23,50,CN,liliangyu151800,123,4.040650406504065,5eba4bab58ed6ba265685ba1,5ec5ef713c5b5f21ae984f89
465,465,"Shorts d'été pour femmes à lacets taille élastique culotte lâche, plus la taille",2.0,2,EUR,100,1,2.92,12,2.0,2.0,4.0,1.0,3.0,"summerwear,Summer,elastic waist,drawstringshort,Casual pants,Panties,Womens shorts,Shorts,largecottonandlinenwomenstrouser,Women's Fashion,Plus Size,Lace Up,midriff,Elastic,slimpant,Women,croppedtrouser,Lace",lightblue,25,50,CN,linpingstore,366,3.9754098360655736,5b47ffa01e5bc91f3eea4f1f,5ecc8472fe429946b009900e
466,466,6 Color Summer Women Printed Bckless Tank Tops Women New Fashion Slim Sleeveless Yoga Fitness Vest Casual Lady Tops Plus Size S-5XL,8.0,13,EUR,100,0,4.04,57,29.0,16.0,2.0,5.0,5.0,"Women Vest,Vest,Fashion,Summer,fashion vest,slim,tank top,Women's Fashion,Plus Size,sleeveless tops,Yoga,bcklessvest,fitnessvest,Women Fashion,Women,Tank,Tops,printedvest,Casual,casualvest,sleeveless,summervest,Fitness,printed",grey,51,50,CN,huaxianglarou,4516,4.231842338352524,5ae93337d204cc177313f242,5d2c36f4010ae87eef758d55
467,467,Palm Angels Sanskrit T-shirt court Hip Hop Streetwear Oversize Summer Kanye West Tops T-shirt,22.0,159,EUR,1000,0,4.04,235,127.0,49.0,26.0,7.0,26.0,"shorttshirt,Fashion,Shirt,Angel,Summer,Tops,summer t-shirts,fearofgod,Hip Hop,T Shirts,Shorts,Oversize,kanyewest,sanskrit,streetwear,Women Fashion",black,80,50,CN,liuxiaojun,541,4.097966728280961,55e51e53c9f8235d17759948,5e573e6360f35b2661fff9dc
468,468,Femmes école filles une ligne robe d'été filles un treillis robe courte taille haute jupe de tennis plissée uniforme avec short intérieur,11.0,10,EUR,1000,0,3.89,140,66.0,35.0,15.0,5.0,19.0,"Mini,School,summer skirt,collegegirlskirt,A-line,Summer,Pleated,Waist,Lines,schoolgirl,tennisskirt,Women Skirts,Women's Fashion,Shorts,fluffy,mini skirt,schoolskirt,Pleated Skirt,Women,short skirt,high waist",white,42,50,CN,girlsshowtime,124563,4.193588786397245,5860cf7b0929fc4d76180aed,59438e8f609fe23d637ddf41
469,469,Mode Femmes D'été Débardeurs Décontractés Lâche Blouses De Plage Sans Manches Imprimé Coton T-shirt De Plage Plus La Taille,6.0,6,EUR,1000,1,3.73,142,56.0,32.0,30.0,8.0,16.0,"suspenders,Summer,Plus Size,Tank,Shirt,Beach,Tops,Loose,Women's Fashion,Fashion,printed,Summer Fashion,sleeveless,Cotton,blouse,Casual,Women",yellow,50,50,CN,lalalafash,3053,3.8584998362266623,571b38e66c39b141b1ad43e1,5e9141ec67b78030f67d01f8
470,470,Femmes Mode Débardeur Débardeur Blouses Décontractées Crop Tops T-Shirt emilyandlily Nouveau Top,6.0,38,EUR,5000,0,4.22,958,571.0,171.0,116.0,53.0,47.0,"Summer,Shorts,Tank,Necks,Sleeve,short sleeves,Elegant,Women's Fashion,Fashion,sexy,shouldertop,Casual,Red,Women",black,40,50,CN,simple_style,213709,4.293899648587566,58216982dd9916453fe2d1a1,58e6e016b5b91e192b207346
471,471,2020 Shorts de course taille haute Legging grande taille S-3XL 3 couleurs été nouvelles femmes mode couleur unie Shorts de sécurité Yoga,9.0,50,EUR,100,1,3.84,37,16.0,10.0,3.0,5.0,3.0,"Summer,Leggings,Shorts,Yoga,skinny pants,Waist,Short pants,Running,yoga leggings,Women's Fashion,Plus Size,Women,Soft and comfortable,Fashion,high waist",grey,42,50,CN,raverks,3237,3.948409020698177,55dc2bf3b92a5941ebd4ecf2,5e5b7192cf4480c25cbc626c
472,472,2019 nouvelles femmes mode pantalon lâche taille haute neuvième pantalon pantalon décontracté,12.0,11,EUR,20000,1,3.64,1711,702.0,339.0,272.0,144.0,254.0,"Summer,trousers,high waist,pants,Loose,Women's Fashion,Fashion,black,Women,Casual,Women Fashion,Waist",black,36,50,CN,pentiumhorse,55499,4.138885385322258,5926c5ace8ff5525241b368d,5cc40501e824b607860ec588
473,473,Robe sans manches à imprimé floral Élégante et élégante Robe longue de plage avec cordon de serrage à la taille. ,6.0,6,EUR,20000,1,3.71,2706,1095.0,597.0,464.0,222.0,328.0,"Waist,Floral print,short dress,long dress,Dress,slim,Floral,Elegant,Women's Fashion,boho dress,party,vestido,Print,women dress,Beach,sleeveless,Women",black,38,50,CN,mlhaxzylgfashionstore,6714,4.0732797140303845,59c0e0168696be51cef38e93,5abb034f5e2ae16763047591
474,474,Femmes Soutien-gorge rembourré Haut Soutien-gorge rembourré Col en V Bretelles Camisole Soutien-gorge Push Up Gilet Débardeur,9.0,33,EUR,5000,0,3.81,719,356.0,111.0,103.0,59.0,90.0,"Women Vest,Vest,basictop,bra top,Necks,vesttank,Tops,strap,padded,Women's Fashion,sexy,Tank,Bras",black,45,50,CN,yiwuelectronicinternational,139788,4.166509285489456,5406cabdc5c2464980dc6314,5b035ff3bc3b6a7a3e91811b
475,475,Hommes Shorts de course d'été 2 en 1 Sports Jogging Fitness Shorts Training Short de gymnastique à séchage rapide Short Pantalon de sport,18.0,47,EUR,100,0,4.62,34,27.0,4.0,1.0,1.0,1.0,"trainingquickdryshort,Shorts,gymshortssportpant,pants,Fitness,Men's Fashion,mensummerrunningshort,Sport,Running,Summer,Men,fitnessshort,2in1sportsjogging",black,82,50,CN,liuxixi,1465,4.2266211604095565,58d12c00b9d9d6505a44c4e6,5e97f85b737a610159cf5efa
476,476,Mode Femmes Salopette D'été Bavoir Pantalon Shorts Casual Lâche Sans Manches Barboteuses Salopette Bretelles Salopette S-XXXL,11.0,108,EUR,5000,0,2.95,299,72.0,47.0,59.0,36.0,85.0,"Summer,Shorts,pants,Loose,Overalls,Fashion,black,sleeveless,Casual,jumpsuit",orange,52,50,CN,xiaojun579,2608,3.8730828220858897,5ba8dffeb2f5b12221c73576,5d6e5c9b045a156519de6483
477,477,S-2XL Femmes Motifs tournesol imprimés Robe à bretelles à motif tournesol Robe femme mode d'été à fleurs Jupe à bretelles jeunes filles Robe à bretelles pour filles,13.0,13,EUR,1000,0,3.7,332,149.0,56.0,57.0,20.0,50.0,"Summer,Women Rompers,Fashion,Sunflowers,women Jumpsuit,fashion dress,Dress,sunflowerprint,strap,Women's Fashion,Flowers,women dress,Print,fashion girl,Skirts,rompersforwomen,Women",black,52,50,US,williampollard,4048,4.0644762845849804,583edf165022c71b82d1d6c7,5cb541909a4d0e69ecb34301
478,478,2017 Nouvelles Femmes Dames D'été Soild Couleur À Manches Courtes Lâche Casual Col En V Split Baggy Poche Longue Robe Pleine Longueur Robe,11.0,38,EUR,20000,1,3.66,8971,3598.0,1821.0,1607.0,808.0,1137.0,"Summer,Shorts,Necks,Sleeve,long dress,Dress,Loose,dresswithpocket,short sleeves,soildcolor,Pocket,Dresses,Women's Fashion,splits,Women,Ladies,baggydre,fulllengthdre,Casual,Cotton",black,42,50,CN,beauty_baby_baby,73701,4.105127474525448,576bbb443a698c085103c010,58f5ebbc9895db01c700c615
479,479,COMENII Été Femmes Tops Bouton Profond Col En V Hors Épaule Chemises Blouse En Coton Casual Lâche Sans Manches T-shirts Dos Nu Camisole Dames Mode Gilet Solide Couleur Sling Plus La Taille Débardeurs,11.0,10,EUR,1000,0,4.09,100,59.0,16.0,10.0,5.0,10.0,"Summer,Vest,Plus size top,Cotton T Shirt,summer t-shirts,tank top,Ladies,Sleeveless Shirt,Fashion,casual shirt,sleeveless,blouse,Tank,Casual,Cotton,Deep V-Neck,Plus Size,Tops & Blouses,Shirt,Tops,Women's Fashion,Women,women shirt,V-neck,backless,womens tank tops,Ladies Fashion,button,sleeveless tops",purple,20,50,CN,newtop,6300,4.078095238095238,544e3da38edcfa4c456f6181,5d9077c6e6119333db096ce2
480,480,Dentelle D'été Princesse De Bal Punk Robe Femmes Casual Robe De Base Moda Hippie Vêtements,11.0,10,EUR,100,0,4.14,51,29.0,9.0,8.0,1.0,4.0,"Summer,Fashion,Lace,Princess,Dress,princessprom,punk,Women's Fashion,basicdressboho,punkdre,Prom,lacesummer,Casual,vestido,hippie,Mori Girl,donnahoney,Clothing,Lolita,Women",white,43,50,CN,chinesestyle_gq,16994,4.2636812992821,590189980094b829518713b8,5b126e3ef1fce6262041d8b3
481,481,Femmes Crop Tops Deep V Neck Sans manches Slim Fit Solid Tops Solid For Summer,9.0,34,EUR,50,0,0.0,0,0.0,0.0,0.0,0.0,0.0,"Deep V-Neck,Summer,Vest,Slim Fit,crop top,Necks,Pure Color,slim,Women's Fashion,sexy,sleeveless,women top,simfit,Tops,Women",white,41,50,CN,adreaboutique,14676,4.07420278004906,55f7c64b3a698c4749f3bccf,5e86c978d4bc413d5735e5ea
482,482,Débardeur en coton sans manches pour femmes,6.0,7,EUR,50,0,2.67,3,1.0,0.0,0.0,1.0,1.0,"Cotton,Women Vest,Vest,Women's Casual Tops,loose top,Tops & Tees,printed shirts,Tops,Sleeveless Shirt,Women's Fashion,Summer,sleeveless tops,sleeveless,Tank,womens tank tops,summer tops,printed",pink,8,50,CN,tiefanye,1374,4.058951965065503,5a2fa9ce6ea4a770c66f5599,5eb4f323b67a8d189a8f8380
483,483,XS-8XL Robes Plus La Taille Vêtements De Mode D'été Femmes Col V Profond Sans Manches Maxi Robes Dames Casual Spaghetti Strap Lâche Plage Porter Floral Imprimé Halter Party Dress,2.83,3,EUR,20000,1,3.62,1742,732.0,322.0,264.0,147.0,277.0,"Summer,printeddres,halter dress,Halter,Dress,V-neck,beach dress,Party Dress,printed,sleeveless,Floral,maxi dress,Spaghetti,Casual,Clothes,Deep V-Neck,Beach,Plus Size,summer dress,Women's Fashion,Sleeveless dress,Ladies,party,Fashion,loose dress",grey,20,50,SG,recherchesg,3791,3.918754945924558,5810aa5bde5bf01b645c909e,5dd900306a7d4f0c672f6e30
484,484,Combinaison décontractée décontractée à bretelles longues à bretelles larges Pantalons à bretelles à bretelles larges Pantalons à bretelles Rompers à bretelles larges Pantalons à bretelles larges,7.0,159,EUR,5000,0,3.39,1632,584.0,289.0,276.0,149.0,334.0,"Summer,trousers,Tank,Casual pants,pants,Spring,Overalls,widelegpant,Casual,Women's Fashion,Fashion,bibpant,Wool,women Jumpsuit,jumpsuitsampromper,springandsummer,jumpsuit",armygreen,41,50,CN,pumpkincarriages,8547,4.081783081783081,5b658cbebc3b221445ba1440,5bac96d54b784e1e83636983
485,485,Femmes d'été Sexy Floral robe courte bretelles spaghetti chérie robe fourreau,15.0,28,EUR,100,1,3.23,69,25.0,9.0,8.0,11.0,16.0,"sexypleated,sweetheart,Shorts,short dress,Summer,plus size dress,Dress,summer dress,Floral dress,Women's Fashion,Sheath Dress,women's dress,sexydressforwomen,Floral,sexy,Women,Spaghetti,spaghettistrapdres",blue,51,50,CN,qysm6688,897,3.850613154960981,5bdbb9048a83b5678f43462b,5c9b2bded2430a1d4535ed64
486,486,Femmes été longue robe spaghetti sangle col en V ourlet irrégulier vacances décontractée robe de soirée robe d'été plus la taille S-5XL,14.0,68,EUR,5000,1,3.44,734,248.0,153.0,135.0,67.0,131.0,"Summer,Plus Size,party,Necks,long dress,plus size dress,Dress,summer dress,Women,Dresses,Women's Fashion,Party Dress,spaghettistrapdres,asymmetricdres,Sexy Dress,women dress,Holiday,Spaghetti,Casual,casual dress",white,40,50,CN,summernights,13075,4.226462715105162,59538508e81e8a67610d9c8b,5cf66417936ead236e2015d1
487,487,Nouveau été hommes chat Caterpillar bulldozer pantalon court sport,12.0,14,EUR,10,0,0.0,0,0.0,0.0,0.0,0.0,0.0,"Summer,Plus Size,Casual pants,pants,Men,Short pants,caterpillar,Cats,Men's Fashion,Shorts,Sport,Cotton",black,22,50,CN,fengguijieshop,52,3.8846153846153846,5e5cb2f077179e1ac07004a2,5ea7e2d949b52108c6560c5b
488,488,2020 Femmes Mode Col En V Couleur Unie Slim Fit Coton Décontracté Deux Pièces Vêtements De Sport,5.8100000000000005,30,EUR,100,0,2.61,18,3.0,2.0,5.0,1.0,7.0,"Summer,Shorts,Slim Fit,slim,twopiecesoutfit,V-neck,Women's Fashion,Fashion,tank top,Women,sexy,Sport,Casual,Women Fashion,Cotton",green,41,50,CN,denasfashion,26473,3.8947606995807047,55dc300452a04b658ad68139,5e743eded2656b046017c719
489,489,2020 New Men's Fashion Short Sleeve T-Shirt   Shorts Men Sports Set Men Casual Summer Men's Set,16.0,22,EUR,100,1,3.15,72,20.0,17.0,9.0,6.0,20.0,"Summer,Shorts,Sleeve,short sleeved tshirt,Men,Fashion Suits,Men's Fashion,short sleeves,T Shirts,Fashion,casual wear,Short Sleeved,Sport,Casual,summermensclothing",grey,34,50,CN,huangdewen,79,3.4177215189873418,5e675a4b48763f1940d6ab3b,5e951ed83843b713841430e1
